decision,decorative_score,reasons,path,document,page_number,size_bytes,sha256,pixel_width,pixel_height,bbox_width,bbox_height,bbox_area_ratio,unique_sample_colors,dominant_color_ratio,white_or_transparent_ratio,transparent_ratio,luminance_stddev,decode_error
review,2,repeated_exact_in_document:3,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile3.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,1,4586935,da9a1e7cdcf9d6f5c17f2756ec6f0f499920be9563200aee659a52a672eaa024,1190,1683,597.45,844.126,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile4.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,27,76632,8d67eced6ac3201439d4a8f98d2ccb8f2c4ea7748815102910f805fd6efa9941,703,544,351.43,271.9,0.804793,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile5.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,29,88397,67edde5ecb21b2e3b3bdb3bea295f95d4af8337a210c9ee18ff27edf70f86e79,714,862,357.15,431.15,0.41564,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile6.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,32,20998,2d2378c381d99ebe8f1aeb8eada22a5ef2eded87232be6735a87036d2e131ee5,326,454,163.04,226.75,0.149675,305,0.433248,0.433355,0.0,66.809062,
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile7.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,40,70387,da2d68d9c1af30fff0f301c99d21b45dd8db2e7818670a62bc5568dec2b1c63e,703,473,351.45,236.38,0.370099,275,0.659726,0.664386,0.0,57.546978,
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile8.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,45,86256,8b1f009d620114bd577d9cdc466440006273da4d3d6f3efc969fb446d0ecaafd,703,626,351.5,313.2,0.442443,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025_images/imageFile9.png,ey-gl-applying-ifrs-a-closer-look-at-ifrs-18-07-2025,58,71401,6df8cd6f885f69f58191cbe874420a432fb33aad797d3ec151abd7b52b0ca182,646,524,323.1,262.11,0.345862,386,0.566022,0.568746,0.0,68.537823,
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile1.png,ey-gl-ceo-outlook-survey-01-2026,1,1863889,82a448f4e03bffc5c9cfd9f8ed338f7a7048a53a9a665f35ac1f6139a9394665,1190,1683,597.833,844.305,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile10.png,ey-gl-ceo-outlook-survey-01-2026,9,941142,0c212aaa29f0a1bece178a2ed39e080575317cfb124d51ed82a7fcbc9e4c5069,1190,720,597.36,360.24,0.4975,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile11.png,ey-gl-ceo-outlook-survey-01-2026,10,652151,480b6ee3896efb7dc421fa1f5a112909ee0a845ec319d2f27d1789ce0ef623ff,1190,1683,1217.688,1204.601,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile12.png,ey-gl-ceo-outlook-survey-01-2026,10,514195,3f48d7879c65f2c5793b821c0590997106ccd7f74223bf396b7973ee18640080,1190,1234,744.649,616.803,0.313126,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile13.png,ey-gl-ceo-outlook-survey-01-2026,10,104494,0e94e3cc696371ae835ee55a02364868d0df325d10b0cd3ede31344deb419def,1190,250,597.362,125.859,0.051256,1669,0.024837,0.002451,0.0,21.078307,
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile14.png,ey-gl-ceo-outlook-survey-01-2026,11,692710,1cec793e11b876245e6245863d1f088f87751c43db52d22ba3eacf1503fafb6e,1190,325,597.362,163.988,0.179332,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile15.png,ey-gl-ceo-outlook-survey-01-2026,11,1283202,8500ca177c7ef048d8e0295998815f4fe250c7f736557d9f4636e6be79788c98,584,1072,293.2,535.966,0.28768,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile16.png,ey-gl-ceo-outlook-survey-01-2026,12,1211384,9a9d4a43d32fe6b8fe5200fa970c32977039b9130e8b3827a2645fda87c5ac19,768,1072,385.263,535.966,0.502203,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile17.png,ey-gl-ceo-outlook-survey-01-2026,13,1121795,f9a6076763a2b1b169149d4ec06cc4e6d48a5d2747dc2a5dbe74a84113bdcfef,1190,1683,1217.688,1204.601,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile18.png,ey-gl-ceo-outlook-survey-01-2026,13,946101,5b3253cc980df3611c7cca266e5891f6c07de711ea7044e57d5f1b3b6311e3a7,1190,1234,744.649,616.803,0.313126,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile19.png,ey-gl-ceo-outlook-survey-01-2026,13,571019,3a116030de1c7fe64025fbccc8f21a409bc78043aa98647a02e10230cc65e3a6,1190,250,597.336,125.865,0.051256,3334,0.024837,0.004575,0.0,72.516919,
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile2.png,ey-gl-ceo-outlook-survey-01-2026,2,144727,a351f7cac01649668e154e9b1b3708aba1d4fd8bc3357044cdfd4da2a5de4093,1190,250,597.833,126.698,0.150119,385,0.132516,0.040523,0.0,53.419892,
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile20.png,ey-gl-ceo-outlook-survey-01-2026,14,769357,150002ccea26048a76bc4903e3819d68a16ad732beb75a415be6dce3f0421c3d,1190,325,597.336,164.045,0.188815,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile21.png,ey-gl-ceo-outlook-survey-01-2026,17,621155,5fb414380a9a9b7ac8cdffb37fe94c52b67e842a043e8d4b4fbbbe19557fe81e,1190,1683,1186.093,1166.948,0.933441,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile22.png,ey-gl-ceo-outlook-survey-01-2026,17,539437,a4062458b661859430902f50c3fc94d17baa8fb3352dfe28baf07f16a25d3113,1190,1255,791.022,740.612,0.39509,,,,,,pixel_sampling_skipped_large_png
review,2,large_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile23.png,ey-gl-ceo-outlook-survey-01-2026,18,231921,314f35b362ba6356e765c1180d7129237bd784cfafe3dea6a840127ca6ceb483,749,1432,383.185,717.984,0.625927,,,,,,pixel_sampling_skipped_large_png
drop,5,small_pixel_asset|small_bbox|header_footer_or_margin,ey-gl-ceo-outlook-survey-01-2026_images/imageFile24.png,ey-gl-ceo-outlook-survey-01-2026,18,15326,669f8b05dd9cb8e14eb8c7d6289ed8ec1c4a5b848b958b10617afa52ac490f40,87,87,43.582,43.582,0.004321,4632,0.28881,0.000132,0.0,70.300172,
drop,4,small_pixel_asset|small_bbox,ey-gl-ceo-outlook-survey-01-2026_images/imageFile25.png,ey-gl-ceo-outlook-survey-01-2026,18,14425,fe8f2806f9326513f1a075f4b3d0e8775438beeea7734f6fe87546c363c2fdd2,87,87,43.595,43.575,0.004322,3548,0.290131,0.0,0.0,78.835609,
drop,4,small_pixel_asset|small_bbox,ey-gl-ceo-outlook-survey-01-2026_images/imageFile26.png,ey-gl-ceo-outlook-survey-01-2026,18,14211,524d32da04b86486a6a872600ef428d3f6124c38374f114150a9d989b3c4aca0,88,88,43.79,44.08,0.004392,4173,0.298037,0.010847,0.0,87.065262,
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile3.png,ey-gl-ceo-outlook-survey-01-2026,2,256748,c8fa556353d0ed7e265f86a2cc4e539bfe293bf1665eccac292767c4ca2e0f74,1190,206,597.312,103.877,0.122972,2598,0.024551,0.06145,0.0,42.373928,
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile4.png,ey-gl-ceo-outlook-survey-01-2026,3,626883,ed39649a70acd2cdd3cd4fb262411cdf50f12db5ff58b9cc4eea3999462af95f,1190,325,597.312,164.097,0.208935,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-01-2026_images/imageFile5.png,ey-gl-ceo-outlook-survey-01-2026,7,1264398,ea9048875b409576e188901ee47f4a2f993f05ddf7530fb57e1b408b4f9ec16b,1190,1683,1193.272,1184.114,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile6.png,ey-gl-ceo-outlook-survey-01-2026,7,844167,a6dc46259c95a8063d75806d27c3d195a6644cc4d864222358c594fb453dc9ed,1190,1131,725.475,565.743,0.290475,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile7.png,ey-gl-ceo-outlook-survey-01-2026,7,785871,fa1015d5dd0b4b58cc056edf95b700dea5e7d247c83bd9350153a925c577cab7,1190,362,597.347,182.311,0.077074,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile8.png,ey-gl-ceo-outlook-survey-01-2026,8,665616,af90331fceff7145e5a1a58a29ad6b6ec1ea6e31ad9c7d04c6ee253e1dc4b68c,1190,325,597.347,164.093,0.186068,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-01-2026_images/imageFile9.png,ey-gl-ceo-outlook-survey-01-2026,8,571518,c1fb9c4c49322206637957d2b2f24b7a2f556b5cefb09cb7df2f9cafcd8fc0ed,766,398,384.48,199.2,0.145385,3408,0.035407,0.026475,0.0,60.152196,
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile1.png,ey-gl-ceo-outlook-survey-08-2025,1,1349054,fb73ae785f5f038c1828d65e6a24548c0469790a3c0aac74a7525204d97146b3,1190,1683,597.504,844.032,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile10.png,ey-gl-ceo-outlook-survey-08-2025,7,1026172,693175f3b61175fd76b902591f766f1b5e2ffcb9f328d683b986b2f9ba076397,1190,1231,744.205,615.447,0.312251,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile11.png,ey-gl-ceo-outlook-survey-08-2025,7,695229,7a12b3a4a7e32b023f648e3606ce34e745902ae89363c5826d1dbaf03f4c3198,1190,272,597.45,136.999,0.055801,5486,0.011463,0.003017,0.0,57.458011,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile12.png,ey-gl-ceo-outlook-survey-08-2025,8,750909,26d604bbd4d26654734e7290296c361c30b6117480db649f9a4b0ff39c1b15c6,1190,325,597.45,164.206,0.195183,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile13.png,ey-gl-ceo-outlook-survey-08-2025,9,422333,54ca0002c62d55bf33a200d766078cfb39b54db1414beabad1a2cd9e599571ee,1190,278,597.487,139.781,0.17402,2527,0.398676,0.398676,0.0,109.118232,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile14.png,ey-gl-ceo-outlook-survey-08-2025,10,637697,68e94f9b3494c2f2e9bb86949a3037c8453f81a13c0b135b7a343c1108f7d241,1190,278,597.089,139.781,0.182682,4868,0.075,0.075,0.0,67.2508,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile15.png,ey-gl-ceo-outlook-survey-08-2025,11,489484,9c1d9f1a1a93722e621432c78d60c650019009ae6b0078c089d15ac2e89d3d71,1190,278,597.354,139.781,0.182175,3450,0.314853,0.314853,0.0,90.700118,
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile16.png,ey-gl-ceo-outlook-survey-08-2025,12,924431,b3947d3b4e0c8fb5498d1dff26a28e6518ca5c2982fc4f34b382803a5a3991bf,1190,1683,1224.97,1213.279,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile17.png,ey-gl-ceo-outlook-survey-08-2025,12,752159,f7e6289a8e4d7998470616bc186537cb68700b0007d5123a3cf0765cff5dc648,1190,1231,744.204,615.447,0.308174,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile18.png,ey-gl-ceo-outlook-survey-08-2025,12,405142,e97f3664c540a23194592c28d447a8b2cd75283e026f3b3225304d2275b97479,1190,272,597.436,137.016,0.055078,4913,0.011463,0.003469,0.0,64.267007,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile19.png,ey-gl-ceo-outlook-survey-08-2025,13,732483,8ac260d7fe6caff93574a902a01851321399f16e08bdec3cac83069cc67546ec,1190,325,597.436,164.059,0.17711,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile2.png,ey-gl-ceo-outlook-survey-08-2025,1,1349054,fb73ae785f5f038c1828d65e6a24548c0469790a3c0aac74a7525204d97146b3,1190,1683,597.504,844.032,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile20.png,ey-gl-ceo-outlook-survey-08-2025,13,404770,3ed1cac9020a1842d49f149913379dd380f7140ca6444688c83315a8e9b3414b,1190,278,597.134,139.973,0.151031,3522,0.327353,0.327353,0.0,79.425935,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile21.png,ey-gl-ceo-outlook-survey-08-2025,14,449014,9c96baa5d7775679a95839824d6857453e83f19694272c900916ecf37cbcf865,1190,278,597.444,139.973,0.189914,3701,0.322059,0.322059,0.0,80.564575,
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile22.png,ey-gl-ceo-outlook-survey-08-2025,15,623064,f662177262b657d433398a462ead607915cbaf01eb4aa2409348563806a9fd02,1190,1683,1186.093,1166.948,0.933441,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile23.png,ey-gl-ceo-outlook-survey-08-2025,15,541328,6cba8d25bdcdc42d71380768c8616a0de090d0c6085d2ef1cd8b7bf197311e0f,1190,1255,791.022,740.612,0.39509,,,,,,pixel_sampling_skipped_large_png
review,2,large_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile24.png,ey-gl-ceo-outlook-survey-08-2025,16,238186,35eda18a5cf62599e3b880eef77c583a5a6c4100c42b6981581152e1821a3179,749,1432,383.185,717.984,0.625927,,,,,,pixel_sampling_skipped_large_png
drop,5,small_pixel_asset|small_bbox|header_footer_or_margin,ey-gl-ceo-outlook-survey-08-2025_images/imageFile25.png,ey-gl-ceo-outlook-survey-08-2025,16,15326,669f8b05dd9cb8e14eb8c7d6289ed8ec1c4a5b848b958b10617afa52ac490f40,87,87,43.582,43.582,0.004321,4632,0.28881,0.000132,0.0,70.300172,
drop,4,small_pixel_asset|small_bbox,ey-gl-ceo-outlook-survey-08-2025_images/imageFile26.png,ey-gl-ceo-outlook-survey-08-2025,16,14425,fe8f2806f9326513f1a075f4b3d0e8775438beeea7734f6fe87546c363c2fdd2,87,87,43.595,43.575,0.004322,3548,0.290131,0.0,0.0,78.835609,
drop,4,small_pixel_asset|small_bbox,ey-gl-ceo-outlook-survey-08-2025_images/imageFile27.png,ey-gl-ceo-outlook-survey-08-2025,16,14211,524d32da04b86486a6a872600ef428d3f6124c38374f114150a9d989b3c4aca0,88,88,43.79,44.08,0.004392,4173,0.298037,0.010847,0.0,87.065262,
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile3.png,ey-gl-ceo-outlook-survey-08-2025,2,581554,aa29a65054839a5ced0740cb03570ca23eceac884d80fd4b2277d281f89c15b5,1190,1683,1262.526,1272.56,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile4.png,ey-gl-ceo-outlook-survey-08-2025,2,379656,874ad2d46d64cb16291763b00157e4c84976c92c88e8cce7c020c9803e7ad87c,1190,959,623.424,482.88,0.187372,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile5.png,ey-gl-ceo-outlook-survey-08-2025,3,69662,6b91a5abbd89f5e202cebd0381b8cc924c72c9e73100b3d798ff7119f570ed35,1190,345,597.504,174.144,0.206316,,,,,,pixel_sampling_skipped_large_png
review,2,large_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile6.png,ey-gl-ceo-outlook-survey-08-2025,3,395520,4b2224e22eb14566308d526d9536b238338dd4e32cbed6118087f035fabdaa57,1190,1211,597.696,605.352,0.717416,,,,,,pixel_sampling_skipped_large_png
review,3,small_bbox|header_footer_or_margin,ey-gl-ceo-outlook-survey-08-2025_images/imageFile7.png,ey-gl-ceo-outlook-survey-08-2025,3,284502,d97294cf7b0a46730911c4e00a20c26fb517e14d54f766a7708c2ac200b4f6a0,1190,154,597.456,77.616,0.091947,4789,0.028734,0.008674,0.0,37.210175,
candidate,0,,ey-gl-ceo-outlook-survey-08-2025_images/imageFile8.png,ey-gl-ceo-outlook-survey-08-2025,4,555419,8233d2b418331d7328945cc1ff04ba97851941573f3d49917659fcf110cedade,1190,325,614.448,164.016,0.193267,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ceo-outlook-survey-08-2025_images/imageFile9.png,ey-gl-ceo-outlook-survey-08-2025,7,1217045,0aea1c6b8eeb237a0f956040ef1777ebd99e12cf0f4e64d43d26487c65be5143,1190,1683,1217.688,1204.601,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ctools-ifrs-update-04-2025_images/imageFile1.png,ey-gl-ctools-ifrs-update-04-2025,1,2042090,009d4c70036764399940b4c53165d365c91027dbca99b432f9fdcdce43096701,1189,1683,596.7,844.0,1.0,,,,,,pixel_sampling_skipped_large_png
review,2,repeated_exact_in_document:5,ey-gl-ctools-ifrs-update-04-2025_images/imageFile10.png,ey-gl-ctools-ifrs-update-04-2025,,270675,587df109bd9e63cfbb295ef5c9f1724568b63abf5f65418b60becb768437b037,1190,197,,,,4261,0.00533,0.000305,0.0,64.724662,
review,2,repeated_exact_in_document:4,ey-gl-ctools-ifrs-update-04-2025_images/imageFile11.png,ey-gl-ctools-ifrs-update-04-2025,,323704,9b227dae2af4408cddc1b6d797dc8974776a77449e7eb1c07af1889768781551,1190,197,,,,4551,0.002893,0.000457,0.0,58.955809,
review,2,repeated_exact_in_document:5,ey-gl-ctools-ifrs-update-04-2025_images/imageFile12.png,ey-gl-ctools-ifrs-update-04-2025,,270675,587df109bd9e63cfbb295ef5c9f1724568b63abf5f65418b60becb768437b037,1190,197,,,,4261,0.00533,0.000305,0.0,64.724662,
drop,6,small_bbox|header_footer_or_margin|few_sample_colors,ey-gl-ctools-ifrs-update-04-2025_images/imageFile13.png,ey-gl-ctools-ifrs-update-04-2025,15,6607,ddaf6fc1f6259eb050a74b676ffaf5119383daccb2b8e272dc0b77e32da503fc,1012,108,506.16,54.0,0.06912,2,0.875128,0.0,0.0,35.935005,
drop,9,small_file|thin_rule_or_strip|small_bbox|header_footer_or_margin|few_sample_colors,ey-gl-ctools-ifrs-update-04-2025_images/imageFile14.png,ey-gl-ctools-ifrs-update-04-2025,16,3014,870bf83c1608acc48961a951eb73ef31e33a17522004d2ed219d665943ef1d14,1012,83,506.16,41.28,0.068975,2,0.935968,0.0,0.0,26.612087,
drop,7,small_file|small_bbox|header_footer_or_margin|few_sample_colors,ey-gl-ctools-ifrs-update-04-2025_images/imageFile15.png,ey-gl-ctools-ifrs-update-04-2025,17,4061,59635fedd9215dccb5a235644706d86b45a18424b398428058b781fe826de545,991,92,495.36,45.84,0.063518,2,0.916675,0.0,0.0,30.043144,
candidate,0,,ey-gl-ctools-ifrs-update-04-2025_images/imageFile16.png,ey-gl-ctools-ifrs-update-04-2025,19,229956,8663f1e4400d759b15d75e279b47cf8a14046d6ba080c67caa99588bc593d2b6,1133,1663,587.95,831.25,1.0,,,,,,pixel_sampling_skipped_large_png
drop,9,small_file|low_compressed_detail|small_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors,ey-gl-ctools-ifrs-update-04-2025_images/imageFile2.png,ey-gl-ctools-ifrs-update-04-2025,3,1569,ebe491d5bd82aa4ec952e741dda364d410f1bd4b554d7ae1ab4053b1bc23cd52,908,83,454.08,41.28,0.047651,2,0.97454,0.0,0.0,18.698643,
drop,11,small_file|thin_rule_or_strip|small_bbox|thin_bbox_strip|header_footer_or_margin|few_sample_colors,ey-gl-ctools-ifrs-update-04-2025_images/imageFile3.png,ey-gl-ctools-ifrs-update-04-2025,5,4723,2291a26c969d08785ccc8b670603fef006728e054bc3b90830116b2745345cf4,1522,52,760.8,26.16,0.0605,3,0.878171,0.001969,0.0,35.370092,
review,2,repeated_exact_in_document:5,ey-gl-ctools-ifrs-update-04-2025_images/imageFile4.png,ey-gl-ctools-ifrs-update-04-2025,,270675,587df109bd9e63cfbb295ef5c9f1724568b63abf5f65418b60becb768437b037,1190,197,,,,4261,0.00533,0.000305,0.0,64.724662,
review,2,repeated_exact_in_document:4,ey-gl-ctools-ifrs-update-04-2025_images/imageFile5.png,ey-gl-ctools-ifrs-update-04-2025,,323704,9b227dae2af4408cddc1b6d797dc8974776a77449e7eb1c07af1889768781551,1190,197,,,,4551,0.002893,0.000457,0.0,58.955809,
review,2,repeated_exact_in_document:5,ey-gl-ctools-ifrs-update-04-2025_images/imageFile6.png,ey-gl-ctools-ifrs-update-04-2025,,270675,587df109bd9e63cfbb295ef5c9f1724568b63abf5f65418b60becb768437b037,1190,197,,,,4261,0.00533,0.000305,0.0,64.724662,
review,2,repeated_exact_in_document:4,ey-gl-ctools-ifrs-update-04-2025_images/imageFile7.png,ey-gl-ctools-ifrs-update-04-2025,,323704,9b227dae2af4408cddc1b6d797dc8974776a77449e7eb1c07af1889768781551,1190,197,,,,4551,0.002893,0.000457,0.0,58.955809,
review,2,repeated_exact_in_document:5,ey-gl-ctools-ifrs-update-04-2025_images/imageFile8.png,ey-gl-ctools-ifrs-update-04-2025,,270675,587df109bd9e63cfbb295ef5c9f1724568b63abf5f65418b60becb768437b037,1190,197,,,,4261,0.00533,0.000305,0.0,64.724662,
review,2,repeated_exact_in_document:4,ey-gl-ctools-ifrs-update-04-2025_images/imageFile9.png,ey-gl-ctools-ifrs-update-04-2025,,323704,9b227dae2af4408cddc1b6d797dc8974776a77449e7eb1c07af1889768781551,1190,197,,,,4551,0.002893,0.000457,0.0,58.955809,
review,3,page_background_with_text_layer,ey-gl-ey-csrd-barometer-05-2025_images/imageFile1.png,ey-gl-ey-csrd-barometer-05-2025,1,4802077,f04cef794a4b02cf3f7aac5b4be26f64b861c39bdc8a998ab82d8ca896ee253b,1190,1683,595.25,841.87,1.0,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-gl-ey-csrd-barometer-05-2025_images/imageFile10.png,ey-gl-ey-csrd-barometer-05-2025,33,5026754,b2f11287aba3c1b614cb28c6674edc6e067a5f126823d65dfbd2fbb39ef0e642,1190,1683,595.25,841.87,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile2.png,ey-gl-ey-csrd-barometer-05-2025,1,797776,4204c9318e1436f0b26719e1326f14b08512ee9c6933504f8533b415b7343fe6,556,655,277.8,327.53,0.181568,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile3.png,ey-gl-ey-csrd-barometer-05-2025,2,1788764,0d3d9c09d7ba3b7495be381cac0292e8717c3589a1541038d0daa735c3e6b49e,402,1683,201.17,841.87,0.359531,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile4.png,ey-gl-ey-csrd-barometer-05-2025,,783373,00d0c5f94dcd8f1ad081e7a2f1b74ca9e2c7f004ba350910e0756abc8786c408,1190,412,,,,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile5.png,ey-gl-ey-csrd-barometer-05-2025,,1059841,d1111a6deffbb6f7e24c5d2537f6c7777559de5b0f84f868d98c9bbd52936265,1190,412,,,,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile6.png,ey-gl-ey-csrd-barometer-05-2025,8,1222053,50d6b7d67473b13bf98c5cac453285c939afe2cf5e6b943a13220e26b1f85ec3,1190,412,595.25,206.4,0.264257,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile7.png,ey-gl-ey-csrd-barometer-05-2025,17,100957,bc404c75600d1840c9c520cf8b17599c388958a977a9a23eaf979a064c98865b,940,542,469.99,271.16,0.501534,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile8.png,ey-gl-ey-csrd-barometer-05-2025,27,778967,e92de7126d533bb4f0d76b2491cde615a9d56099ddb89dbde910529da0f80ade,1190,412,595.25,206.4,0.265006,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-gl-ey-csrd-barometer-05-2025_images/imageFile9.png,ey-gl-ey-csrd-barometer-05-2025,29,1074308,348123e22483b2abb6820ed656a4470bd878a47765b21e06692d5261d440b79f,1190,412,595.25,206.4,0.479351,,,,,,pixel_sampling_skipped_large_png
review,3,few_sample_colors,ey-gl-sustainability-deve-10-ed-sasb-ifrs-07-2025_images/imageFile1.png,ey-gl-sustainability-deve-10-ed-sasb-ifrs-07-2025,1,18567,3cfe274dc34538242f458ce6c1479c9dbf5690cc11decec574c0c6a7523c2fe3,707,356,353.52,178.2,0.191318,3,0.79774,0.79774,0.0,77.65764,
candidate,0,,ey-sg-good-group-ifrs-18-12-2025_images/imageFile1.png,ey-sg-good-group-ifrs-18-12-2025,1,2389845,06ed015760af98edbbb637f69ba25158f825a31cf27d9b2b337ca58eb7f56ed3,1189,1683,595.25,841.95,1.0,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,IAASB-2025-Handbook-Volume-1_images/imageFile1.png,IAASB-2025-Handbook-Volume-1,1,90490,9886b3ad4105b017cad83515357993ee34a5108ef72d6b018e76d813c2a9e41b,1224,1584,612.0,792.0,1.0,,,,,,pixel_sampling_skipped_large_png
